text
"Hindi Bible. मरकुस 13:30-31[30]मैं तुम से सच कहता हूं, कि जब तक ये सब बातें न हो लेंगी, तब तक यह पीढ़ी जाती न रहेगी।[31]आकाश और पृथ्वी टल जाएंगे, परन्तु मेरी बातें कभी न टलेंगी।"
जिस दिन महिलाएं पुरुषों को बुरा कहने के स्थान पर उनका स्थान ले लेंगी। पुरुष अपनी सारी बुराई त्याग कर महिलाओं जैसा हो जाएगा।
@KKMishraINC @VTankha @OfficeOfRG उनके इस प्रयास की सराहना की जानी चाहिए क्योंकि मुख्य समस्याएं वर्तमान में गृहणियों को ही भुगतना पड़ रही है अब वह अपना आक्रोश हाथ और मुंह से ना करते हुए पैरों से कर लेंगी आसानी से लेकिन यह लोग धीरे धीरे अपने सही स्थान पर पहुंच रहे हैं खुद के ही कार्यों की वजह से
14 को न जाने कितने कंडोम फटेंगे और न जाने कितनी लडकिया अपनी जवानी में कदम रख लेंगी।
रेणुका चौधरी जी को लगा कि वो हँस कर राहुल की गुडबुक में अपने प्वाइंट बढ़ा लेंगी पर मोदी जी ने उनको ही हँसी का पात्र बनाकर छोड़ दिया..
"पहली बार अपराध में शामिल लोगों का नहीं बताया जाएगा ब्योरा ।९७३० पत्थरबाजों पर से केस वापस लेंगी @MehboobaMufti । मेरी मानो तो केस वापस लेने के साथ साथ इनकी ठूकाई भी कर दो, वरना भटके हुए नौजवानों की संख्या और बढ़ जाएगी ।#Kashmir #stonePelters #kashmir"
@jigneshmevani80 ठकरी पाक के आतंकवादीयो के लिए  हमारी सेना सक्षम है और निपट लेंगी!!लेकिन देश के टुकडे- टुकडे करने वाले और  जाती वाद का जहर घोलने वाले भेड़ीयो के खाल मे छुपे गिदडो से देश से निपटना पड रहा  है भारी-भारी !!@AbodhBalak74 @Goldenthrust @PradeepINDIAN0 @sksism
"हम सिमटते गए उनमें और वो हमें भुलाते गए,हम मरते गए उनकी बेरुखी से, और वो हमें आजमाते गए,सोचा की मेरी बेपनाह मोहब्बत देखकर सीख लेंगी वफाएँ करना,पर हम रोते गए और वो हमें खुशी खुशी रुलाते गए.."
"@ANI आप अपना sec 377 का विरोध करो, औरतों का status औरतें देख लेंगी"
@HardikPatel_ अब चुड़ियों की दुकान बंद कर दी है आज कल। भाई मंत्री बन गई है वहां से फुर्सत नहीं मिलती है मिलेगी तो फिर लगा लेंगी आप परेशान ना हों।
मरे गए गुलफाम अजी हां मारे गए गुलफाम।वाह बेटा। 76% यानी 86 लाख करोड़ के NPA को 32% यानी कुछ लाख करोड़ बताया करते रहे हो।बच्चा। तुमपर तो संसद में महाअभियोग लगना चाहिए। इसमें अम्मा अपने बचवा के साथ किनारा कर लेंगी। फंसोगे आप ही डॉक्टर साहेब।(Pradeep Shanker)
मरे गए गुलफाम अजी हां मारे गए गुलफाम।वाह बेटा। 76% यानी 86 लाख करोड़ के NPA को 32% यानी कुछ लाख करोड़ बताया करते रहे हो।बच्चा। तुमपर तो संसद में महाअभियोग लगना चाहिए। इसमें अम्मा अपने बचवा के साथ किनारा कर लेंगी। फंसोगे आप ही डॉक्टर साहेब।(Pradeep Shanker)
ISHQBAAZ|| MAHA-EPISODE|| बेगम खान इस तरह लेंगी शिवाय की जिंदगी में ENTRY|| Begam Khan Entryhttps://t.co/Mx406BX8XY https://t.co/wzNGYvQQmm
"पर्यटन, विरासत एवं संस्कृति का संगम होगी विंटेज कार रैली, कौन सी कारें लेंगी हिस्सा....https://t.co/mqFYhNiR1D#VintageCarsatIndiaGateFromFeb17to19 https://t.co/KOS1bGOZO4"
ऐश्वर्या राय अपनी ऑफ-शोल्डर काली ड्रेस से चुरा लेंगी आपका दिल; लगीं इतनी लाजवाब! https://t.co/TXuWzz0dK7 https://t.co/z07QrNEDvG
@imVkohli @AnushkaSharma @OfficialCSFilms खेल पर ध्यान दे भैया प्रमोशन तो भाभीजी ही कर लेंगीनई नई बीवी है कुछ ज्यादा ही प्यार दिखा रहे हो😂😂
"@PreciousBaatein पतियों का क्या होगा वो बाद में सोचेंगें, पहले वो अपने पुर्जे छीलकर कर जख्मी कर लेंगी"
"हिमाचल के पूर्व CM वीरभद्र की बेटी बनीं मणिपुर हाईकोर्ट की चीफ जस्‍टिस, 9 को लेंगी शपथ https://t.co/0Nzsu7LZCV"
इस सब फ़र्ज़ी राष्ट्रवादी एकाउंट्स का उपयोग जनता को मोदी जी के खिलाफ भड़काने के लिये किया जायेगा।11. एक बात पर गौर करे की पप्पू(राहुल गांधी) चुप हो गया है। मालूम है क्यों?12. क्योंकि क्वीन(सोनिया गांधी) ने निर्देश दिया है कि वह मुहँ बन्द रक्खे बाकी वह देख लेंगी।
"अभिनेत्री श्रिया सरन जल्द कर सकती है अपनी शादी की घोषणा, रशियन ब्वॉयफ्रेंड के साथ लेंगी सात फेरे https://t.co/5WTA37tGxc"
#NewIndia ##PositiveIndia विदेश मंत्री @SushmaSwaraj साउदी अरब की अपनी प्रथम यात्रा पर हैं; वे प्रतिष्ठित #Janadriyah त्योहार के उद्घाटन समारोह में हिस्सा लेंगी जिसमें भारत विशिष्ट अतिथि देश है /https://t.co/PEs5e0ZFLB
गाजर का हलवा बनाने के लिए भारतीय महिलाएँ 1200 रू/किलो काजू 800 रू/किलो बादाम और ड्राई फ्रूट और 700 रुपये किलो देसी घी  सब खरीद लेंगी लेकिन गाजर जब तक दस रूपये की डेढ़ किलो ना हो जाये तब तक हलवा बनाने का प्रोग्राम पेंडिंग ही रखती हैं!अब बताइये  देश का किसान कैसे खुश होगा!
"पहली बार सऊदी अरब पहुंचीं सुषमा स्वराज, जनाद्रिया फेस्टिवल में लेंगी हिस्सा सउदी अरब जा कर उन से दोस्ती का हाथ मीला ते हो और भारत मे वही हाथ किया वीकास के काम मे यूज करते हो कभी हमारे देश मे कीसी मूसलमान से दोस्ती काम हाथ मिलाया है https://t.co/FG9LdEi7Wj"
गाजर का हलवा बनाने के लिए भारतीय महिलाएँ 1200 रू/किलो काजू 800 रू/किलो बादाम और ड्राई फ्रूट और 700 रुपये किलो देसी घी  सब खरीद लेंगी लेकिन गाजर जब तक दस रूपये की डेढ़ किलो ना हो जाये तब तक हलवा बनाने का प्रोग्राम पेंडिंग ही रखती हैं!अब बताइये  देश का किसान कैसे खुश होगा!
"लडका और लडकी एक रेस्टोरेंट गए |वेटर - मैम , आप कुछ लेंगी |लडकी - भैया एक सब्जी वाली रोटी लाना |वेटर - क्या ?? लडका - गांव से आई है , पिज्जा मांग रही है |😂😂"
"Virbhadra की बेटी अभिलाषा होंगी मणिपुर High Court की Chief Justice, 9 को लेंगी शपथ @himachal_abhi https://t.co/SXPbqhibpH"
"दुनिया की कुछ अविश्वसनीय सड़कें, जो आपका मन मोह लेंगी!#AllNewMotoX4 #3StoreysTrailerTomorrow #JabKoiBaatOutNow #StopCryptoFUD #InfinixHotS3 #Parihttps://t.co/MTr0DVfXh8 https://t.co/IcBDzpIhd3"
